
9:57:01 am Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:11:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:12:05 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:12:05 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:12:05 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
1:13:03 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:13:03 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:13:03 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
1:14:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:14:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:14:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
1:15:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:15:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:15:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
1:15:57 pm Platform : API, Module : Request, Error : TypeError: Failed to parse URL from undefined?token=undefined&credit=2&sender=undefined&templateid=undefined&number=9003861285&message=Hello%20Padmalakshmi%2C%20your%20OTP%20is%20249671%20to%20confirm%20availing%20Rs.12340%20for%20the%20ONE%20PLUE%2001%20and%20to%20agree%20to%20the%20T%26C%3A%20https%3A%2F%2Fswapifynow.com%2Ftc%20.This%20OTP%20is%20valid%20for%20120%20seconds.%20Thank%20you%20for%20choosing%20Swapify%20Now!, Functionality : getRequestList
1:16:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:16:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:16:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
1:17:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:17:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
1:17:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:18:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:18:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:18:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
1:19:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:19:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:19:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
1:20:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:20:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:20:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
1:21:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:21:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:21:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
1:21:09 pm Platform : API, Module : Request, Error : TypeError: Failed to parse URL from undefined?token=undefined&credit=2&sender=undefined&templateid=undefined&number=9003861285&message=Hello%20Padmalakshmi%2C%20your%20OTP%20is%20741952%20to%20confirm%20availing%20Rs.12340%20for%20the%20ONE%20PLUE%2001%20and%20to%20agree%20to%20the%20T%26C%3A%20https%3A%2F%2Fswapifynow.com%2Ftc%20.This%20OTP%20is%20valid%20for%20120%20seconds.%20Thank%20you%20for%20choosing%20Swapify%20Now!, Functionality : getRequestList
1:21:10 pm Platform : API, Module : Request, Error : TypeError: Failed to parse URL from undefined?token=undefined&credit=2&sender=undefined&templateid=undefined&number=9003861285&message=Hello%20Padmalakshmi%2C%20your%20OTP%20is%20200228%20to%20confirm%20availing%20Rs.12340%20for%20the%20ONE%20PLUE%2001%20and%20to%20agree%20to%20the%20T%26C%3A%20https%3A%2F%2Fswapifynow.com%2Ftc%20.This%20OTP%20is%20valid%20for%20120%20seconds.%20Thank%20you%20for%20choosing%20Swapify%20Now!, Functionality : getRequestList
1:22:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:22:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:22:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
1:23:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:23:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:23:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
1:23:49 pm Platform : API, Module : Request, Error : TypeError: Failed to parse URL from undefined?token=undefined&credit=2&sender=undefined&templateid=undefined&number=9003861285&message=Hello%20Padmalakshmi%2C%20your%20OTP%20is%20607621%20to%20confirm%20availing%20Rs.11102%20for%20the%20GOOGLE%20MODEL%201%20and%20to%20agree%20to%20the%20T%26C%3A%20https%3A%2F%2Fswapifynow.com%2Ftc%20.This%20OTP%20is%20valid%20for%20120%20seconds.%20Thank%20you%20for%20choosing%20Swapify%20Now!, Functionality : getRequestList
1:24:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:24:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:24:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
1:25:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:25:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:25:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
1:26:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:26:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:26:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
1:26:33 pm Platform : API, Module : Request, Error : TypeError: Failed to parse URL from undefined?token=undefined&credit=2&sender=undefined&templateid=undefined&number=9003861285&message=Hello%20Padmalakshmi%2C%20your%20OTP%20is%20384707%20to%20confirm%20availing%20Rs.11102%20for%20the%20GOOGLE%20MODEL%201%20and%20to%20agree%20to%20the%20T%26C%3A%20https%3A%2F%2Fswapifynow.com%2Ftc%20.This%20OTP%20is%20valid%20for%20120%20seconds.%20Thank%20you%20for%20choosing%20Swapify%20Now!, Functionality : getRequestList
1:27:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:27:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:27:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
1:28:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:28:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:28:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
1:29:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:29:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:29:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
1:29:47 pm Platform : API, Module : Request, Error : TypeError: Failed to parse URL from undefined?token=undefined&credit=2&sender=undefined&templateid=undefined&number=9003861285&message=Hello%20Padmalakshmi%2C%20your%20OTP%20is%20464678%20to%20confirm%20availing%20Rs.11102%20for%20the%20GOOGLE%20MODEL%201%20and%20to%20agree%20to%20the%20T%26C%3A%20https%3A%2F%2Fswapifynow.com%2Ftc%20.This%20OTP%20is%20valid%20for%20120%20seconds.%20Thank%20you%20for%20choosing%20Swapify%20Now!, Functionality : getRequestList
1:30:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:30:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:30:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
1:31:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
1:31:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
1:31:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
1:33:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
